Longitude,Latitude
-111.9054707,40.687534812000081
-111.9055551,40.693042112000057
-111.9054567,40.693870917000027
-111.9055633,40.687528094000072
-112.0085135,40.667579839000041
-111.9054562,40.690206247000049
-111.9397977,40.682127614000080
-111.905549,40.691599953000036
-111.9817387,40.683965043000057
-111.9817324,40.682536725000034
-111.9763274,40.615011434000053
-111.9315381,40.698676842000054
-111.9055485,40.688919788000078
-111.9054486,40.693031342000040
-111.9814912,40.683965301000057
-111.9814884,40.682538967000028
-111.8997601,40.682625164000058
-111.9054626,40.688923302000035
-111.9375558,40.638474610000060
-111.9361222,40.637970219000067
-111.8997583,40.683344355000031
-111.9055453,40.690206622000062
-111.9054609,40.691606036000053
-111.9008453,40.654915390000042
-111.9364456,40.682426502000055
-111.890695,40.687052581000046
-111.9055418,40.693870263000065
-111.9765525,40.615279337000061
-111.9036507,40.624197823000031
-111.9403974,40.643216145000054
-111.9375976,40.644521514000076
-111.9014203,40.677673520000042
-111.9765606,40.613198905000047
-111.9765861,40.609615349000080
-111.9763301,40.612781005000045
-111.9817796,40.693258970000045
-111.9817324,40.682536725000034
-111.9817494,40.686397161000059
-111.9815099,40.693259322000074
-111.9814884,40.682538967000028
-111.9814961,40.686397483000064
-111.9796361,40.649995942000032
-111.9816406,40.655654471000048
-111.9822236,40.655990927000062
-111.9803907,40.650228368000057
-111.9767879,40.613205970000081
-111.97677,40.609618116000036
-111.9762462,40.612781858000062
-111.9767317,40.625723611000069
-111.9761078,40.625726757000052
-111.976787,40.621667702000025
-111.9761171,40.621684092000066
-111.9418307,40.645119198000032
-111.9515694,40.698005440000031
-111.9522707,40.671559987000080
-111.9510648,40.667741168000077
-111.9521073,40.664739717000032
-111.9524333,40.661189826000054
-111.9084067,40.635545226000033
-111.952324,40.667617732000053
-111.9515705,40.667502434000028
-111.9529196,40.670747763000065
-111.9495616,40.697727243000031
-111.953727,40.696519199000079
-111.9524664,40.693330535000030
-111.9536157,40.697031640000034
-111.9545169,40.696822100000077
-111.9529867,40.700409840000077
-111.9031941,40.620268512000052
-111.9017912,40.649945537000065
-111.90101,40.654245484000057
-111.9028132,40.654431219000060
-111.9025714,40.650619976000030
-111.9026993,40.646964827000033
-111.9017121,40.658908549000046
-111.9025662,40.654981719000034
-111.9006715,40.655038805000061
-111.9022798,40.677780627000061
-111.9026278,40.674588032000031
-111.9006374,40.674695180000072
-111.9008497,40.673922754000046
-111.902482,40.674270564000039
-111.9037356,40.703021528000079
-111.9030158,40.700357599000029
-111.9013505,40.700287096000068
-111.9030647,40.703338606000045
-111.9012883,40.696731147000037
-111.901294,40.699735252000039
-111.9030216,40.699704247000057
-111.9023774,40.696788138000045
-111.9364703,40.644446331000040
-111.9420224,40.643834873000060
-111.9538397,40.667505091000066
-111.9536052,40.667744525000046
-111.9532835,40.668054154000060
-111.9535055,40.696287537000046
-111.9515155,40.695095985000080
-111.9498693,40.696652529000062
-111.9374832,40.646210121000024
-111.9406029,40.644892089000052
-111.9359728,40.645492631000025
-111.9034736,40.637166046000061
-111.9058444,40.634028547000071
-111.9047377,40.620936578000055
-111.952456,40.701049153000042
-111.9058045,40.636437417000025
-111.905433,40.634012677000044
-111.9026282,40.634376454000062
-111.9023723,40.630447634000063
-111.9034008,40.634455561000038
-111.9048626,40.634604169000056
-111.9069752,40.636453823000068
-111.9017881,40.633000308000078
-111.901012,40.671256200000073
-111.9017756,40.671209549000025
-111.9009039,40.658811363000041
-111.9045096,40.621309391000068
-111.9035503,40.620251978000056
-111.9023404,40.655253787000049
-111.9011666,40.654084702000034
-111.9012834,40.655068499000038
-111.9021512,40.654447101000073
-111.9020095,40.674790487000053
-111.9009476,40.674815821000038
-111.9009598,40.674049245000049
-111.9021187,40.674009446000071
-111.9024782,40.699663335000025
-111.9016601,40.700347420000071
-111.9029339,40.700432812000031
-111.9016842,40.699593087000039
-111.9045624,40.617650637000054
-111.9062612,40.613516561000040
-111.9002998,40.635496252000053
-111.9052922,40.620754616000056
-111.9022686,40.624619356000039
-111.9025792,40.620870885000045
-111.9036456,40.620974253000043
-111.9047044,40.620518118000064
-111.9060896,40.616767382000035
-111.9064315,40.612550404000046
-111.9765023,40.640422254000043
-111.9764716,40.636121581000054
-111.9765643,40.638724754000066
-111.9765244,40.638472567000065
-111.9756714,40.638485735000074
-111.9756878,40.638700279000034
-111.9772907,40.640428151000037
-111.9772425,40.638707757000077
-111.9781249,40.638689020000072
-111.9771417,40.636201140000026
-111.9771768,40.638490920000038
-111.9781362,40.638482741000075
-111.8897871,40.666904643000066
-111.88976,40.656068134000066
-111.8897683,40.664355844000056
-111.9025127,40.624764026000037
-111.9033301,40.621332114000040
-111.9033829,40.624545516000069
-111.9052537,40.638138527000081
-111.9106684,40.636269824000067
-111.9529547,40.664304662000063
-111.9259254,40.696614904000057
-111.9293738,40.691215493000072
-111.9293462,40.680327904000080
-111.929354,40.684353724000061
-111.9292598,40.635989429000063
-111.9292594,40.630440644000032
-111.9579525,40.664181329000030
-111.9578477,40.616747907000047
-111.9578263,40.623010975000057
-111.9578254,40.629873001000078
-111.9578206,40.636734783000065
-111.9578801,40.643596543000058
-111.9578761,40.650458274000073
-111.957906,40.657320153000057
-111.8997853,40.685917530000040
-111.9675417,40.693209488000036
-111.9674307,40.614098692000027
-111.9674117,40.617730976000075
-111.9673713,40.624592746000076
-111.9673772,40.631454340000062
-111.9673349,40.638315610000063
-111.9673645,40.645177414000045
-111.9673786,40.652039009000077
-111.9674093,40.658900478000078
-111.9674674,40.665762104000066
-111.9674875,40.672623947000034
-111.9675177,40.679485794000072
-111.9675344,40.686347644000080
-111.9770581,40.678681404000031
-111.9769546,40.653871828000035
-111.9769914,40.658096194000052
-111.9770157,40.664957863000041
-111.9770368,40.671819534000065
-111.9054906,40.683596729000044
-111.9056942,40.670276847000025
-111.9054559,40.676735016000066
-111.9102891,40.650309763000052
-111.9102092,40.623590866000029
-111.9101546,40.629724974000055
-111.9102098,40.636586248000071
-111.9102272,40.643448161000038
-111.9112049,40.696252427000047
-111.9111899,40.689924282000050
-111.9765423,40.617967103000069
-111.9293621,40.649628511000060
-111.9299357,40.640038199000060
-111.9322408,40.643799852000029
-111.8996825,40.670967072000053
-111.8990239,40.665893057000062
-111.8986721,40.660599256000069
-111.9014966,40.649273952000044
-111.8999647,40.654254793000064
-111.899746,40.678960722000056
-111.8997294,40.675051960000076
-111.9580024,40.693229597000027
-111.9579902,40.668412684000032
-111.9580274,40.672644406000074
-111.9580467,40.679506211000046
-111.9579974,40.686367752000081
-111.8944691,40.658679197000026
-111.897726,40.655042380000054
-111.902984,40.702532415000064
-111.905775,40.614791258000025
-111.903832,40.621057887000063
-111.9028907,40.627812253000059
-111.904895,40.634473950000029
-111.9030022,40.641154694000079
-111.9022666,40.647991683000043
-111.9015688,40.654832823000049
-111.9011694,40.661683822000043
-111.9012327,40.668545509000069
-111.9014318,40.675403672000073
-111.9021876,40.682239949000063
-111.902975,40.689074232000053
-111.9017986,40.695810712000025
-111.9018707,40.626503909000064
-111.9052038,40.616120764000073
-111.9037588,40.619828624000036
-111.9029277,40.701535731000035
-111.9058502,40.616017366000051
-111.9044553,40.620081403000029
-111.9030888,40.626817004000031
-111.9051119,40.633471163000024
-111.9034392,40.640139082000076
-111.9026545,40.646972837000078
-111.901986,40.653815890000033
-111.9014683,40.660662838000064
-111.9015833,40.667524193000077
-111.9016271,40.674384229000054
-111.9024271,40.681217654000079
-111.9032028,40.688053468000078
-111.9024394,40.694809267000039
-111.9037835,40.628886436000073
-111.905755,40.617027046000032
-111.9045523,40.622149914000033
-111.9525101,40.699853989000076
-111.9481159,40.646790785000064
-111.9521952,40.651915871000028
-111.9524313,40.658764988000030
-111.9524336,40.665626860000032
-111.9524157,40.672488722000026
-111.9516872,40.679314156000032
-111.9513573,40.686159509000049
-111.951931,40.693007236000028
-111.952876,40.700125708000030
-111.9485524,40.646690255000067
-111.952627,40.652182118000042
-111.952782,40.659037672000068
-111.9527895,40.665899483000032
-111.9527775,40.672760442000026
-111.9519667,40.679581860000042
-111.9517456,40.686429444000055
-111.9523126,40.693277443000056
-111.9057425,40.663922890000038
-111.90395,40.660046863000048
-111.9102665,40.654958142000055
-111.9389079,40.693194591000065
-111.9387754,40.613634996000030
-111.9387674,40.617716532000031
-111.9387463,40.624578546000066
-111.9387816,40.631440467000061
-111.9387791,40.638302280000062
-111.9388026,40.645163218000050
-111.9388027,40.652024542000049
-111.93883,40.658886374000076
-111.9388392,40.665747922000037
-111.938873,40.672609371000078
-111.9388858,40.679471203000048
-111.9388975,40.686332751000066
-111.8882666,40.696396605000075
-111.8907792,40.610117404000050
-111.8907196,40.614105250000080
-111.8905677,40.620965193000075
-111.8898983,40.627808172000073
-111.8893398,40.634656603000053
-111.8889826,40.641513066000073
-111.8886234,40.648369457000058
-111.888338,40.655227317000026
-111.8882966,40.662088654000058
-111.8882776,40.668950128000063
-111.8882784,40.675811698000075
-111.8882768,40.682673096000030
-111.888286,40.689534821000052
-111.9291995,40.624892244000080
-111.9291633,40.613581000000067
-111.9292174,40.618031005000034
-111.9090577,40.699868486000071
-111.9266026,40.699422679000065
-111.9180298,40.699423106000040
-111.9363324,40.696693119000031
-111.9440304,40.696615961000077
-111.9625137,40.696651121000059
-111.9672834,40.696641079000074
-111.9535186,40.696587276000059
-111.9481092,40.696597832000066
-111.9535117,40.696741346000067
-111.9480967,40.696762119000027
-111.895596,40.686890027000061
-111.9028123,40.686713824000037
-111.9445794,40.682131961000039
-111.9793996,40.682107252000037
-111.9338505,40.679737494000051
-111.9386204,40.679719954000063
-111.9606127,40.667604347000065
-111.9857284,40.667568083000049
-111.9786361,40.667574016000060
-111.9696244,40.667582534000076
-111.9522926,40.667529138000077
-111.943357,40.667624331000070
-111.9481654,40.667633430000080
-111.952295,40.667683887000067
-111.9927765,40.667253644000027
-112.0068724,40.667344029000049
-112.001788,40.667252504000032
-111.8956437,40.667513766000070
-111.9032726,40.667346677000069
-111.9913762,40.652787701000079
-112.0054738,40.652787186000069
-112.0003856,40.652802900000040
-111.9432808,40.638580457000046
-112.0036127,40.638575755000033
-111.9973237,40.638590623000027
-111.9883173,40.638573265000048
-111.9793096,40.638583079000057
-111.970303,40.638565921000065
-111.9612953,40.638585910000074
-111.9522877,40.638572208000028
-111.9325166,40.637944366000056
-111.9307613,40.624103907000062
-111.9740409,40.624036132000072
-111.9667829,40.624035122000066
-111.9577771,40.624046515000032
-111.9487713,40.624030930000060
-111.9397661,40.624068007000062
-111.9529622,40.682142531000068
-111.9762823,40.682113805000029
-111.9709894,40.682124353000063
-111.9619758,40.682142306000060
-111.8965602,40.634643787000073
-111.9055143,40.634962348000045
-111.9224801,40.638887696000040
-111.9143118,40.636288309000065
-111.9286847,40.643801237000048
-111.9436258,40.644783707000045
-111.9398174,40.644518096000070
-111.9353131,40.644528771000068
-111.8954776,40.634679702000028
-111.9042352,40.636182508000047
-111.9215644,40.638665037000067
-111.9131994,40.636423326000056
-111.9276987,40.643649892000042
-111.9430293,40.644970222000040
-111.9363904,40.644787459000042
-111.914576,40.621546733000059
-111.9221946,40.623732385000039
-111.9100179,40.687020402000030
-111.9331658,40.683719959000030
-111.9276757,40.684923440000034
-111.9189978,40.686780088000035
-111.9071104,40.657664088000047
-111.9107932,40.666505578000056
-111.9358818,40.664129884000033
-111.9284109,40.664144659000044
-111.9196723,40.665517079000040
-111.9124048,40.674733204000063
-111.935981,40.667723504000037
-111.9291479,40.669709703000080
-111.9209173,40.672481987000026
-111.8939604,40.661937336000051
-111.9011036,40.660743537000030
-111.9083373,40.631900010000038
-111.9254827,40.630221008000035
-111.9172706,40.631023833000029
-111.8883051,40.674341918000039
-111.9055056,40.694265300000040
-111.9054773,40.696558395000068
-111.9814945,40.678680447000033
-111.9763229,40.618513477000079
-111.9762896,40.624362820000044
-111.9764417,40.631223698000042
-111.9767511,40.638080167000055
-111.9777606,40.644836574000067
-111.980398,40.651396669000064
-111.9816317,40.658099213000071
-111.9814592,40.664957226000070
-111.9814699,40.671818589000054
-111.9816851,40.678676435000057
-111.9765354,40.620117135000044
-111.9765226,40.624361001000068
-111.9765998,40.631222720000039
-111.9770008,40.638076500000068
-111.9779715,40.644832195000049
-111.9806235,40.651388974000042
-111.9818477,40.658093561000044
-111.981669,40.664952771000060
-111.9816782,40.671814591000043
-111.8970174,40.674567948000060
-111.8918862,40.674522820000050
-111.9037054,40.674558350000041
-111.9057928,40.674505204000070
-111.8970162,40.674437961000081
-111.8918836,40.674423593000029
-111.9034016,40.654637965000063
-111.9033568,40.654453288000070
-111.8955845,40.655575142000032
-111.9008059,40.654742345000045
-111.9076419,40.654048662000037
-111.9146887,40.653074675000028
-111.984587,40.653078528000037
-111.9777487,40.653079138000066
-111.9687393,40.653095562000033
-111.9597298,40.653095406000034
-111.9507227,40.653066371000079
-111.9417135,40.653143446000058
-111.9327072,40.653058190000024
-111.9236982,40.653037343000051
